,user_id,feature
5685,250679,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0]
5686,217123,[0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0]
5687,298215,[0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0]
5688,270113,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0]
5689,243110,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
5690,264282,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0]
5691,284651,[0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0]
5692,272371,[0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0]
5693,284570,[0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0]
5694,298355,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1]
5695,231084,[0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0]
5696,299844,[0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0]
5697,276516,[0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0]
5698,258068,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
5699,263924,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
5700,221391,[0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0]
5701,236773,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0]
5702,241161,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
5703,253483,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0]
5704,210251,[0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0]
5705,208421,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
5706,227002,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
5707,229255,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
5708,289181,[0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0]
5709,220946,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
5710,299293,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1]
5711,304338,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0]
5712,210508,[0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0]
5713,304010,[0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0]
5714,241340,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
5715,228045,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
5716,217162,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0]
5717,220045,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
5718,230273,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
5719,297815,[0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0]
5720,291967,[0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0]
5721,241262,[0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1]
5722,279687,[0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1]
5723,213977,[0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0]
5724,262006,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0]
5725,259322,[0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0]
5726,245310,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1]
5727,289398,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0]
5728,211275,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0]
5729,263499,[0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0]
5730,207376,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
5731,226757,[0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0]
5732,289329,[0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0]
5733,215352,[0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0]
5734,267563,[0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0]
5735,276349,[0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0]
5736,293489,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0]
5737,202367,[0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1]
5738,230785,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
5739,248374,[0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0]
5740,304674,[0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1]
5741,244021,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
5742,219856,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1]
5743,257415,[0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1]
5744,204436,[0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0]
5745,246172,[0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0]
5746,227889,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0]
5747,288534,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1]
5748,298987,[0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0]
5749,274101,[0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0]
5750,264276,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0]
5751,235812,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
5752,218100,[0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1]
5753,277508,[0 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0]
5754,289148,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0]
5755,209301,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1]
5756,287750,[0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0]
5757,213659,[0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1]
5758,274216,[0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0]
5759,247757,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0]
5760,258362,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1]
5761,304258,[0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0]
5762,253291,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
5763,275176,[0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0]
5764,204485,[0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1]
5765,282063,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1]
5766,292963,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1]
5767,233676,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
5768,299959,[0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0]
5769,271479,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0]
5770,219619,[0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0]
5771,291410,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0]
5772,245834,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0]
5773,273065,[0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0]
5774,252351,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0]
5775,248286,[0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0]
5776,298480,[0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0]
5777,225191,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
5778,200145,[0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0]
5779,267175,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0]
5780,206181,[0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0]
5781,285394,[0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1]
5782,292426,[0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0]
5783,225422,[0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0]
5784,239034,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
5785,269869,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1]
5786,234342,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0]
5787,280819,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1]
5788,232725,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1]
5789,214543,[0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0]
5790,282766,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1]
5791,267776,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0]
5792,271750,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0]
5793,278477,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0]
5794,204508,[0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0]
5795,217932,[0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0]
5796,254996,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0]
5797,221589,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1]
5798,207534,[0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0]
5799,286590,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1]
5800,253265,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0]
5801,254431,[0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0]
5802,297611,[0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0]
5803,238988,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0]
5804,267627,[0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1]
5805,285122,[0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1]
5806,263834,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
5807,294101,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0]
5808,270521,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0]
5809,266295,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
5810,229802,[0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1]
5811,288215,[0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1]
5812,279223,[0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0]
5813,297094,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1]
5814,285484,[0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0]
5815,208672,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1]
5816,232614,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1]
5817,219581,[0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0]
5818,244961,[0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0]
5819,212579,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0]
5820,286872,[0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0]
5821,281007,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1]
5822,227377,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1]
5823,292278,[0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0]
5824,209230,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0]
5825,215717,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
5826,271046,[0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0]
5827,274219,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0]
5828,301910,[0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0]
5829,230186,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
5830,208581,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1]
5831,277954,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0]
5832,257466,[0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0]
5833,248743,[0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0]
5834,253346,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
5835,231724,[0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1]
5836,290465,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0]
5837,293242,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0]
5838,233543,[0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0]
5839,291131,[0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0]
5840,218663,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0]
5841,209727,[0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0]
5842,240709,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1]
5843,284804,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0]
5844,243476,[0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0]
5845,285183,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
5846,264328,[0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0]
5847,297124,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1]
5848,216749,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0]
5849,235860,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0]
5850,213166,[0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0]
5851,231072,[0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1]
5852,296706,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1]
5853,266022,[0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0]
5854,205168,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0]
5855,274902,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0]
5856,236204,[0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0]
5857,277387,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1]
5858,235728,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
5859,254716,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1]
5860,242607,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
5861,217098,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1]
5862,281633,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0]
5863,220483,[0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0]
5864,295205,[0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0]
5865,279111,[0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0]
5866,280530,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1]
5867,232058,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0]
5868,227400,[0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0]
5869,221607,[0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0]
5870,243762,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
5871,200615,[0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0]
5872,219042,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1]
5873,277373,[0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0]
5874,245288,[0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0]
5875,246973,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0]
5876,212435,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1]
5877,223528,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0]
5878,304288,[0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0]
5879,272188,[0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0]
5880,231157,[0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0]
5881,284811,[0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0]
5882,298912,[0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0]
5883,259698,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0]
5884,276789,[0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0]
5885,270705,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0]
5886,243340,[0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0]
5887,206850,[0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0]
5888,223234,[0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0]
5889,288613,[0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0]
5890,225094,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1]
5891,231249,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
5892,276280,[0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0]
5893,251094,[0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0]
5894,280210,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0]
5895,281050,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
5896,215991,[0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1]
5897,221802,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0]
5898,232711,[0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0]
5899,219052,[0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0]
5900,298554,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
5901,239187,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0]
5902,237500,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1]
5903,232840,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
5904,203491,[0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0]
5905,263699,[0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1]
5906,241444,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
5907,269142,[0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1]
5908,209828,[0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0]
5909,294620,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0]
5910,281284,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1]
5911,212988,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0]
5912,305123,[0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0]
5913,265532,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0]
5914,293064,[0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0]
5915,244978,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
5916,289456,[0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0]
5917,216545,[0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0]
5918,238861,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0]
5919,284873,[0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0]
5920,267576,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1]
5921,265636,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1]
5922,248472,[0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1]
5923,285315,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0]
5924,271054,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1]
5925,293919,[0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0]
5926,259569,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1]
5927,251800,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
5928,285983,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
5929,212628,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0]
5930,280482,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0]
5931,205895,[0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0]
5932,292227,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
5933,239804,[0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0]
5934,222227,[0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0]
5935,271096,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0]
5936,258203,[0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0]
5937,218195,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1]
5938,255861,[0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0]
5939,261828,[0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1]
5940,212792,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1]
5941,305291,[0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0]
5942,267740,[0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1]
5943,232945,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1]
5944,219510,[0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0]
5945,269390,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0]
5946,227033,[0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0]
5947,234914,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1]
5948,246093,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0]
5949,227268,[0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1]
5950,249951,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0]
5951,207973,[0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0]
5952,289491,[0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0]
5953,200314,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0]
5954,214534,[0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0]
5955,286268,[0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0]
5956,227262,[0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0]
5957,288280,[0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0]
5958,225639,[0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0]
5959,255748,[0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0]
5960,258176,[0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0]
5961,220454,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1]
5962,274421,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1]
5963,247355,[0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0]
5964,256890,[0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0]
5965,264629,[0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0]
5966,280463,[0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0]
5967,294091,[0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1]
5968,260963,[0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1]
5969,261783,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
5970,211149,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0]
5971,260954,[0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0]
5972,239854,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
5973,278211,[0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0]
5974,250816,[0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0]
5975,263370,[0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0]
5976,296251,[0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0]
5977,207335,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
5978,239698,[0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0]
5979,270949,[0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1]
5980,293440,[0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0]
5981,304466,[0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1]
5982,258763,[0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0]
5983,296910,[0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0]
5984,269144,[0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0]
5985,250908,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1]
5986,271956,[0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1]
5987,206923,[0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0]
5988,230478,[0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0]
5989,253755,[0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0]
5990,239803,[0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1]
5991,293280,[0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0]
5992,263738,[0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0]
5993,241550,[0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0]
5994,220682,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0]
5995,240306,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
5996,206475,[0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0]
5997,210474,[0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0]
5998,302746,[0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0]
5999,302526,[0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0]
6000,235922,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
6001,252440,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1]
6002,215867,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
6003,218464,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
6004,247507,[0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1]
6005,264521,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0]
6006,254735,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
6007,207944,[0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0]
6008,289752,[0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0]
6009,247419,[0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0]
6010,266352,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1]
6011,295405,[0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0]
6012,227628,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0]
6013,250844,[0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0]
6014,249376,[0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0]
6015,206450,[0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0]
6016,246742,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0]
6017,218692,[0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1]
6018,202369,[0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0]
6019,250589,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0]
6020,241278,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0]
6021,265872,[0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0]
6022,233391,[0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1]
6023,235249,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
6024,253005,[0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1]
6025,301072,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1]
6026,212636,[0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0]
6027,281308,[0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0]
6028,305230,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0]
6029,227861,[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 1]
6030,266038,[0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0]
6031,262947,[0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0]
6032,240637,[0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1]
6033,280859,[0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0]
